"RunID","Pressures [psig]","Effectiveness Factor [phi]","Particle Diameters [microns]","Gas Thermal Conductivity [W/m - K]","Solid Temperatures [C]","Solid Density [kg/m^3]","Total Solids Flow [lb/hr]","Wall Fluxes [W/m^2]","Diameter [in]","Overall Heat Transfer Coefficient [W/m^2 - K]","Length [ft]","Wall Temperatures [C]","Emissivity","solid LIGH","solid LIGC","solid ASH","solid CELL","solid LIGO","gas CO2","gas H2O","CO2 GasTemperature","H2O GasTemperature"
1.0,50.0,0.69999999999999996,100.0,0.050000000000000003,25.0,1400.0,2.0,60.0,1.5,40.0,2.0,1400.0,0.90000000000000002,0.14199999999999999,0.14199999999999999,0.01,0.56599999999999995,0.14199999999999999,1.5,1.5,25.0,300.0
